timestamp_event,timestamp_recv,best_bid,best_ask,mid
2026-01-04T23:52:58.595737Z,2026-01-04T23:52:58.569143+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:58.657087Z,2026-01-04T23:52:58.619139+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:58.722512Z,2026-01-04T23:52:58.667903+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:58.769939Z,2026-01-04T23:52:58.719948+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:58.805357Z,2026-01-04T23:52:58.770136+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:58.888816Z,2026-01-04T23:52:58.907818+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.003591Z,2026-01-04T23:52:58.973318+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.045475Z,2026-01-04T23:52:59.019844+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.109376Z,2026-01-04T23:52:59.070421+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.168202Z,2026-01-04T23:52:59.116431+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.218971Z,2026-01-04T23:52:59.172212+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.257959Z,2026-01-04T23:52:59.223028+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.315706Z,2026-01-04T23:52:59.270713+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.351357Z,2026-01-04T23:52:59.318123+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.402732Z,2026-01-04T23:52:59.432079+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.464917Z,2026-01-04T23:52:59.432489+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.518233Z,2026-01-04T23:52:59.469542+00:00,91388.75,91388.76,91388.76
2026-01-04T23:52:59.556754Z,2026-01-04T23:52:59.522808+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.615333Z,2026-01-04T23:52:59.570215+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.660843Z,2026-01-04T23:52:59.619772+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.717325Z,2026-01-04T23:52:59.670850+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.766542Z,2026-01-04T23:52:59.716817+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.801729Z,2026-01-04T23:52:59.768446+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.862718Z,2026-01-04T23:52:59.815423+00:00,91388.00,91388.01,91388.01
2026-01-04T23:52:59.885582Z,2026-01-04T23:52:59.865826+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.047377Z,2026-01-04T23:53:00.019159+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.10571Z,2026-01-04T23:53:00.069660+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.167585Z,2026-01-04T23:53:00.120905+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.210629Z,2026-01-04T23:53:00.172704+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.268389Z,2026-01-04T23:53:00.224015+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.309234Z,2026-01-04T23:53:00.270706+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.364191Z,2026-01-04T23:53:00.320794+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.399752Z,2026-01-04T23:53:00.370584+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.447701Z,2026-01-04T23:53:00.481118+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.517116Z,2026-01-04T23:53:00.481587+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.554889Z,2026-01-04T23:53:00.514893+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.614851Z,2026-01-04T23:53:00.569531+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.7147Z,2026-01-04T23:53:00.667005+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.769197Z,2026-01-04T23:53:00.719686+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.804024Z,2026-01-04T23:53:00.769597+00:00,91388.00,91388.01,91388.01
